timestamp,protocol,src_ip,dst_ip,packet_length,port,vulnerability,severity,cvss_score,is_malicious
2025-11-01 09:02:17.200,HTTP,192.168.1.20,192.168.1.70,337,443,None,LOW,0.0,0
2025-11-01 09:02:18.600,HTTP,192.168.1.24,192.168.1.69,59,25,None,LOW,0.0,0
2025-11-01 09:02:20.000,HTTP,192.168.1.36,192.168.1.110,40,8443,None,LOW,0.0,0
2025-11-01 09:02:21.400,ARP,192.168.1.34,192.168.1.51,1115,443,None,LOW,0.0,0
2025-11-01 09:02:22.800,HTTPS,192.168.1.109,192.168.1.105,226,8443,None,LOW,0.0,0
2025-11-01 09:02:24.200,HTTPS,192.168.1.112,192.168.1.104,86,8080,None,LOW,0.0,0
2025-11-01 09:02:25.600,UDP,192.168.1.54,192.168.1.29,103,3389,None,LOW,0.0,0
2025-11-01 09:02:27.000,HTTPS,192.168.1.34,192.168.1.99,1162,3306,None,LOW,0.0,0
2025-11-01 09:02:28.400,HTTPS,192.168.1.83,192.168.1.82,431,8443,None,LOW,0.0,0
2025-11-01 09:02:29.800,DNS,192.168.1.17,192.168.1.104,912,25,None,LOW,0.0,0
2025-11-01 09:02:31.200,HTTPS,192.168.1.5,192.168.1.48,328,445,None,LOW,0.0,0
2025-11-01 09:02:32.600,HTTP,192.168.1.89,192.168.1.94,89,110,None,LOW,0.0,0
2025-11-01 09:02:34.000,HTTPS,192.168.1.18,192.168.1.79,2087,8443,None,LOW,0.0,0
2025-11-01 09:02:35.400,HTTP,192.168.1.55,192.168.1.117,153,8080,None,LOW,0.0,0
2025-11-01 09:02:36.800,UDP,192.168.1.53,192.168.1.79,642,443,None,LOW,0.0,0
2025-11-01 09:02:38.200,TCP,192.168.1.50,192.168.1.16,898,445,None,LOW,0.0,0
2025-11-01 09:02:39.600,ARP,192.168.1.72,192.168.1.57,246,22,None,LOW,0.0,0
2025-11-01 09:02:41.000,UDP,192.168.1.91,192.168.1.97,64,21,None,LOW,0.0,0
2025-11-01 09:02:42.400,TCP,192.168.1.79,192.168.1.10,108,21,None,LOW,0.0,0
2025-11-01 09:02:43.800,HTTPS,192.168.1.45,192.168.1.19,551,21,None,LOW,0.0,0
2025-11-01 09:02:45.200,UDP,192.168.1.13,192.168.1.101,464,110,None,LOW,0.0,0
2025-11-01 09:02:46.600,ARP,192.168.1.16,192.168.1.114,1165,25,None,LOW,0.0,0
2025-11-01 09:02:48.000,TCP,192.168.1.86,192.168.1.67,960,21,None,LOW,0.0,0
2025-11-01 09:02:49.400,UDP,192.168.1.84,192.168.1.36,77,443,None,LOW,0.0,0
2025-11-01 09:02:50.800,HTTPS,192.168.1.13,192.168.1.4,1383,22,Port Scan,MEDIUM,4.0,1
2025-11-01 09:02:52.200,HTTP,192.168.1.20,192.168.1.75,71,3306,None,LOW,0.0,0
2025-11-01 09:02:53.600,HTTPS,192.168.1.66,192.168.1.105,499,21,None,LOW,0.0,0
2025-11-01 09:02:55.000,HTTPS,192.168.1.99,192.168.1.33,4472,25,None,LOW,0.0,0
2025-11-01 09:02:56.400,TCP,192.168.1.47,192.168.1.28,356,445,None,LOW,0.0,0
2025-11-01 09:02:57.800,TCP,192.168.1.119,192.168.1.96,40,21,None,LOW,0.0,0
2025-11-01 09:02:59.200,HTTP,192.168.1.19,192.168.1.80,165,110,None,LOW,0.0,0
2025-11-01 09:03:00.600,HTTPS,192.168.1.45,192.168.1.9,3326,80,None,LOW,0.0,0
2025-11-01 09:03:02.000,HTTPS,192.168.1.37,192.168.1.75,190,53,None,LOW,0.0,0
2025-11-01 09:03:03.400,HTTPS,192.168.1.54,192.168.1.6,1202,53,None,LOW,0.0,0
2025-11-01 09:03:04.800,HTTP,192.168.1.6,192.168.1.49,77,8443,None,LOW,0.0,0
2025-11-01 09:03:06.200,HTTPS,192.168.1.14,192.168.1.91,159,443,None,LOW,0.0,0
2025-11-01 09:03:07.600,UDP,192.168.1.4,192.168.1.76,188,443,None,LOW,0.0,0
2025-11-01 09:03:09.000,HTTPS,192.168.1.86,192.168.1.22,2542,80,None,LOW,0.0,0
2025-11-01 09:03:10.400,HTTPS,192.168.1.115,192.168.1.104,169,22,None,LOW,0.0,0
2025-11-01 09:03:11.800,DNS,192.168.1.55,192.168.1.48,40,445,None,LOW,0.0,0
2025-11-01 09:03:13.200,HTTPS,192.168.1.103,192.168.1.101,4265,8443,None,LOW,0.0,0
2025-11-01 09:03:14.600,ICMP,192.168.1.100,192.168.1.21,321,445,None,LOW,0.0,0
2025-11-01 09:03:16.000,ICMP,192.168.1.34,192.168.1.33,536,3389,None,LOW,0.0,0
2025-11-01 09:03:17.400,HTTPS,192.168.1.27,192.168.1.81,40,8443,None,LOW,0.0,0
2025-11-01 09:03:18.800,HTTPS,192.168.1.7,192.168.1.56,333,8443,None,LOW,0.0,0
2025-11-01 09:03:20.200,HTTPS,192.168.1.3,192.168.1.29,250,25,None,LOW,0.0,0
2025-11-01 09:03:21.600,HTTPS,192.168.1.47,192.168.1.53,76,443,None,LOW,0.0,0
2025-11-01 09:03:23.000,HTTP,192.168.1.97,192.168.1.40,545,80,None,LOW,0.0,0
2025-11-01 09:03:24.400,ARP,192.168.1.2,192.168.1.74,40,53,None,LOW,0.0,0
2025-11-01 09:03:25.800,HTTPS,192.168.1.106,192.168.1.18,76,445,None,LOW,0.0,0
2025-11-01 09:03:27.200,HTTP,192.168.1.80,192.168.1.47,1047,53,None,LOW,0.0,0
2025-11-01 09:03:28.600,HTTPS,192.168.1.25,192.168.1.116,102,445,None,LOW,0.0,0
2025-11-01 09:03:30.000,UDP,192.168.1.60,192.168.1.13,135,8443,None,LOW,0.0,0
2025-11-01 09:03:31.400,HTTPS,192.168.1.79,192.168.1.27,272,443,None,LOW,0.0,0
2025-11-01 09:03:32.800,HTTP,192.168.1.24,192.168.1.62,156,80,None,LOW,0.0,0
2025-11-01 09:03:34.200,HTTPS,192.168.1.15,192.168.1.74,560,21,None,LOW,0.0,0
2025-11-01 09:03:35.600,ICMP,192.168.1.95,192.168.1.96,302,8443,None,LOW,0.0,0
2025-11-01 09:03:37.000,HTTPS,192.168.1.14,192.168.1.105,40,8443,None,LOW,0.0,0
2025-11-01 09:03:38.400,DNS,192.168.1.54,192.168.1.45,101,8443,None,LOW,0.0,0
2025-11-01 09:03:39.800,DNS,192.168.1.78,192.168.1.3,88,21,None,LOW,0.0,0
2025-11-01 09:03:41.200,HTTPS,192.168.1.6,192.168.1.22,140,445,None,LOW,0.0,0
2025-11-01 09:03:42.600,DNS,192.168.1.78,192.168.1.27,279,443,None,LOW,0.0,0
2025-11-01 09:03:44.000,HTTPS,192.168.1.81,192.168.1.55,353,3306,None,LOW,0.0,0
2025-11-01 09:03:45.400,ARP,192.168.1.18,192.168.1.67,40,3389,None,LOW,0.0,0
2025-11-01 09:03:46.800,ARP,192.168.1.20,192.168.1.33,837,8443,None,LOW,0.0,0
2025-11-01 09:03:48.200,ARP,192.168.1.115,192.168.1.2,219,3306,None,LOW,0.0,0
2025-11-01 09:03:49.600,HTTP,192.168.1.62,192.168.1.75,63,8443,None,LOW,0.0,0
2025-11-01 09:03:51.000,TCP,192.168.1.81,192.168.1.46,767,21,None,LOW,0.0,0
2025-11-01 09:03:52.400,HTTPS,192.168.1.80,192.168.1.74,40,53,None,LOW,0.0,0
2025-11-01 09:03:53.800,HTTPS,192.168.1.40,192.168.1.103,40,25,None,LOW,0.0,0
2025-11-01 09:03:55.200,HTTP,192.168.1.39,192.168.1.119,3149,3389,Port Scan,MEDIUM,4.0,1
2025-11-01 09:03:56.600,ARP,192.168.1.52,192.168.1.33,291,80,None,LOW,0.0,0
2025-11-01 09:03:58.000,DNS,192.168.1.32,192.168.1.58,101,53,None,LOW,0.0,0
2025-11-01 09:03:59.400,HTTP,192.168.1.108,192.168.1.7,278,25,None,LOW,0.0,0
2025-11-01 09:04:00.800,HTTPS,192.168.1.73,192.168.1.15,196,3306,None,LOW,0.0,0
2025-11-01 09:04:02.200,HTTPS,192.168.1.27,192.168.1.26,255,22,None,LOW,0.0,0
2025-11-01 09:04:03.600,ARP,192.168.1.110,192.168.1.11,440,8080,ARP Spoof,CRITICAL,8.1,1
2025-11-01 09:04:05.000,HTTP,192.168.1.52,192.168.1.38,192,21,None,LOW,0.0,0
2025-11-01 09:04:06.400,DNS,192.168.1.97,192.168.1.27,374,25,None,LOW,0.0,0
2025-11-01 09:04:07.800,HTTPS,192.168.1.63,192.168.1.118,202,8443,None,LOW,0.0,0
2025-11-01 09:04:09.200,UDP,192.168.1.74,192.168.1.103,91,25,None,LOW,0.0,0
2025-11-01 09:04:10.600,HTTP,192.168.1.63,192.168.1.7,64,21,None,LOW,0.0,0
2025-11-01 09:04:12.000,HTTPS,192.168.1.17,192.168.1.1,1191,53,None,LOW,0.0,0
2025-11-01 09:04:13.400,HTTP,192.168.1.113,192.168.1.74,532,80,None,LOW,0.0,0
2025-11-01 09:04:14.800,UDP,192.168.1.49,192.168.1.21,849,53,None,LOW,0.0,0
2025-11-01 09:04:16.200,UDP,192.168.1.100,192.168.1.79,245,445,None,LOW,0.0,0
2025-11-01 09:04:17.600,HTTPS,192.168.1.81,192.168.1.30,320,53,None,LOW,0.0,0
2025-11-01 09:04:19.000,DNS,192.168.1.82,192.168.1.94,197,22,None,LOW,0.0,0
2025-11-01 09:04:20.400,TCP,192.168.1.116,192.168.1.8,981,25,None,LOW,0.0,0
2025-11-01 09:04:21.800,ARP,192.168.1.23,192.168.1.88,161,3389,None,LOW,0.0,0
2025-11-01 09:04:23.200,HTTPS,192.168.1.98,192.168.1.83,75,21,None,LOW,0.0,0
2025-11-01 09:04:24.600,HTTPS,192.168.1.72,192.168.1.3,457,21,None,LOW,0.0,0
2025-11-01 09:04:26.000,HTTP,192.168.1.13,192.168.1.55,203,3306,None,LOW,0.0,0
2025-11-01 09:04:27.400,UDP,192.168.1.23,192.168.1.15,330,8080,None,LOW,0.0,0
2025-11-01 09:04:28.800,UDP,192.168.1.57,192.168.1.36,574,8080,None,LOW,0.0,0
2025-11-01 09:04:30.200,ARP,192.168.1.62,192.168.1.6,122,22,None,LOW,0.0,0
2025-11-01 09:04:31.600,HTTPS,192.168.1.54,192.168.1.42,188,110,None,LOW,0.0,0
2025-11-01 09:04:33.000,HTTPS,192.168.1.20,192.168.1.50,168,443,None,LOW,0.0,0
2025-11-01 09:04:34.400,DNS,192.168.1.86,192.168.1.112,1146,8443,None,LOW,0.0,0
2025-11-01 09:04:35.800,UDP,192.168.1.111,192.168.1.18,248,445,None,LOW,0.0,0
2025-11-01 09:04:37.200,UDP,192.168.1.52,192.168.1.102,295,8080,None,LOW,0.0,0
2025-11-01 09:04:38.600,TCP,192.168.1.23,192.168.1.83,61,80,None,LOW,0.0,0
2025-11-01 09:04:40.000,ARP,192.168.1.105,192.168.1.113,588,21,None,LOW,0.0,0
2025-11-01 09:04:41.400,HTTP,192.168.1.35,192.168.1.50,409,80,None,LOW,0.0,0
2025-11-01 09:04:42.800,HTTP,192.168.1.67,192.168.1.30,89,8443,None,LOW,0.0,0
2025-11-01 09:04:44.200,UDP,192.168.1.34,192.168.1.77,2459,3306,None,LOW,0.0,0
2025-11-01 09:04:45.600,ARP,192.168.1.33,192.168.1.39,366,3306,None,LOW,0.0,0
2025-11-01 09:04:47.000,HTTP,192.168.1.46,192.168.1.116,115,3389,None,LOW,0.0,0
2025-11-01 09:04:48.400,HTTP,192.168.1.81,192.168.1.12,243,443,None,LOW,0.0,0
2025-11-01 09:04:49.800,DNS,192.168.1.45,192.168.1.98,157,8080,None,LOW,0.0,0
2025-11-01 09:04:51.200,HTTP,192.168.1.19,192.168.1.59,1560,53,None,LOW,0.0,0
2025-11-01 09:04:52.600,HTTP,192.168.1.94,192.168.1.76,749,53,None,LOW,0.0,0
2025-11-01 09:04:54.000,ARP,192.168.1.87,192.168.1.44,421,21,ARP Spoof,CRITICAL,8.1,1
2025-11-01 09:04:55.400,DNS,192.168.1.15,192.168.1.88,1920,110,None,LOW,0.0,0
2025-11-01 09:04:56.800,DNS,192.168.1.78,192.168.1.4,70,22,None,LOW,0.0,0
2025-11-01 09:04:58.200,HTTPS,192.168.1.66,192.168.1.36,620,21,None,LOW,0.0,0
2025-11-01 09:04:59.600,DNS,192.168.1.39,192.168.1.114,471,53,None,LOW,0.0,0
2025-11-01 09:05:01.000,HTTPS,192.168.1.113,192.168.1.48,185,21,None,LOW,0.0,0
2025-11-01 09:05:02.400,HTTPS,192.168.1.18,192.168.1.14,186,21,None,LOW,0.0,0
2025-11-01 09:05:03.800,DNS,192.168.1.70,192.168.1.81,740,8080,DNS Poisoning,HIGH,7.4,1
2025-11-01 09:05:05.200,ARP,192.168.1.59,192.168.1.49,678,110,None,LOW,0.0,0
2025-11-01 09:05:06.600,TCP,192.168.1.32,192.168.1.67,44,8443,None,LOW,0.0,0
2025-11-01 09:05:08.000,DNS,192.168.1.21,192.168.1.102,2163,3306,None,LOW,0.0,0
2025-11-01 09:05:09.400,ARP,192.168.1.40,192.168.1.87,964,21,None,LOW,0.0,0
2025-11-01 09:05:10.800,HTTP,192.168.1.92,192.168.1.77,174,21,None,LOW,0.0,0
2025-11-01 09:05:12.200,HTTPS,192.168.1.27,192.168.1.9,94,22,None,LOW,0.0,0
2025-11-01 09:05:13.600,HTTPS,192.168.1.2,192.168.1.21,927,53,None,LOW,0.0,0
2025-11-01 09:05:15.000,HTTPS,192.168.1.97,192.168.1.105,443,21,None,LOW,0.0,0
2025-11-01 09:05:16.400,ICMP,192.168.1.80,192.168.1.72,578,3389,None,LOW,0.0,0
2025-11-01 09:05:17.800,HTTPS,192.168.1.39,192.168.1.81,485,8443,None,LOW,0.0,0
2025-11-01 09:05:19.200,UDP,192.168.1.86,192.168.1.16,1050,21,None,LOW,0.0,0
2025-11-01 09:05:20.600,ARP,192.168.1.56,192.168.1.16,683,8443,None,LOW,0.0,0
2025-11-01 09:05:22.000,TCP,192.168.1.107,192.168.1.28,128,22,None,LOW,0.0,0
2025-11-01 09:05:23.400,HTTPS,192.168.1.111,192.168.1.51,120,80,None,LOW,0.0,0
2025-11-01 09:05:24.800,ARP,192.168.1.13,192.168.1.56,375,22,None,LOW,0.0,0
2025-11-01 09:05:26.200,HTTPS,192.168.1.56,192.168.1.80,3818,22,None,LOW,0.0,0
2025-11-01 09:05:27.600,HTTPS,192.168.1.66,192.168.1.57,204,110,None,LOW,0.0,0
2025-11-01 09:05:29.000,DNS,192.168.1.78,192.168.1.110,378,53,None,LOW,0.0,0
2025-11-01 09:05:30.400,HTTPS,192.168.1.56,192.168.1.52,715,22,None,LOW,0.0,0
2025-11-01 09:05:31.800,HTTP,192.168.1.102,192.168.1.46,147,443,None,LOW,0.0,0
2025-11-01 09:05:33.200,ARP,192.168.1.105,192.168.1.78,637,110,None,LOW,0.0,0
2025-11-01 09:05:34.600,HTTP,192.168.1.28,192.168.1.110,248,3389,None,LOW,0.0,0
2025-11-01 09:05:36.000,UDP,192.168.1.64,192.168.1.108,1096,53,None,LOW,0.0,0
2025-11-01 09:05:37.400,ICMP,192.168.1.71,192.168.1.38,78,8080,None,LOW,0.0,0
2025-11-01 09:05:38.800,UDP,192.168.1.82,192.168.1.84,3931,110,None,LOW,0.0,0
2025-11-01 09:05:40.200,HTTPS,192.168.1.64,192.168.1.109,168,22,None,LOW,0.0,0
2025-11-01 09:05:41.600,HTTP,192.168.1.56,192.168.1.48,457,445,None,LOW,0.0,0
2025-11-01 09:05:43.000,UDP,192.168.1.41,192.168.1.41,246,445,None,LOW,0.0,0
2025-11-01 09:05:44.400,HTTPS,192.168.1.119,192.168.1.98,67,3306,None,LOW,0.0,0
2025-11-01 09:05:45.800,ICMP,192.168.1.100,192.168.1.118,665,21,None,LOW,0.0,0
2025-11-01 09:05:47.200,ICMP,192.168.1.41,192.168.1.59,178,443,None,LOW,0.0,0
2025-11-01 09:05:48.600,TCP,192.168.1.100,192.168.1.93,459,443,None,LOW,0.0,0
2025-11-01 09:05:50.000,HTTPS,192.168.1.108,192.168.1.67,93,110,None,LOW,0.0,0
2025-11-01 09:05:51.400,HTTPS,192.168.1.4,192.168.1.74,179,8443,None,LOW,0.0,0
2025-11-01 09:05:52.800,TCP,192.168.1.57,192.168.1.84,171,3306,None,LOW,0.0,0
2025-11-01 09:05:54.200,HTTPS,192.168.1.30,192.168.1.66,473,445,None,LOW,0.0,0
2025-11-01 09:05:55.600,HTTP,192.168.1.88,192.168.1.27,354,22,None,LOW,0.0,0
2025-11-01 09:05:57.000,ARP,192.168.1.84,192.168.1.32,197,3389,None,LOW,0.0,0
2025-11-01 09:05:58.400,UDP,192.168.1.46,192.168.1.56,156,21,None,LOW,0.0,0
2025-11-01 09:05:59.800,DNS,192.168.1.56,192.168.1.10,357,3389,Port Scan,MEDIUM,4.0,1
2025-11-01 09:06:01.200,ARP,192.168.1.31,192.168.1.40,310,445,None,LOW,0.0,0
2025-11-01 09:06:02.600,HTTP,192.168.1.88,192.168.1.17,285,445,None,LOW,0.0,0
2025-11-01 09:06:04.000,ARP,192.168.1.7,192.168.1.58,2599,80,None,LOW,0.0,0
2025-11-01 09:06:05.400,ICMP,192.168.1.90,192.168.1.118,474,21,None,LOW,0.0,0
2025-11-01 09:06:06.800,HTTP,192.168.1.77,192.168.1.97,2462,8443,None,LOW,0.0,0
